org_name,last_updated,neighborhood,address,latitude,longitude,site_updates,currently_open_for_receiving,opening_for_receiving,closing_for_receiving,currently_open_for_distributing,opening_for_distributing,closing_for_distributing,urgent_need,accepting,not_accepting,seeking_volunteers,seeking_translators,hot_meals,legal_support,covid_testing,pet_vaccination_health,pet_food,housing_support,food_delivery,wheelchair_accessible,elder,youth,baby_toddler,immigration_naturalization,eye_exams,dental,transportation_vouchers,clothing,insurance_not_needed,refugee_services,vaccinations_general,mental_health_services,healing_resources,art_resources,community_service,education,lgbtqia_supportive,qtibpoc_supportive,trans_supportive,black_run,indigenous_owned,community_run,spanish_speaking,somali_speaking,karen_speaking,memorial_space,medic_on_site,protest,seeking_money,seeking_money_url,delivery_only,distribution_to_residents_only,restricted_distribution,produce,household_supplies,needle_exchange,warming_site,no_id_needed,some_info_required,by_appointment,black_own,indigenous_run,public_transit,COVID_Vaccination
People Serving People - Crisis Response and Emergency Shelter,2/7/2024 12:14pm,Downtown East,"614 South 3rd Street, Minneapolis, MN 55415",44.9782961,-93.2602622,"Donation Drop Off Hours:
Monday–Friday, 7:00am-5:30pm
Saturday 1:00pm-3:30pm

IF YOU ARE IN NEED OF SHELTER CALL: 651-291-0211
Shelter Resources Listed Here: https://www.peopleservingpeople.org/shelter-guests/directory-and-info/

Drop off location is at the loading dock. 
People Serving People has a huge amount of resources including but not limited to family programming, emergency shelter, technology resources, and family advocacy available. This link has a full list of all of their programs and services: https://www.peopleservingpeople.org/about/programs-and-services/ ",no,----,,no,----,,,"(as of 03/2023)
Baby
(all Baby items must be NEW)
Baby Bottles
Baby Bottle Brushes
Baby Washcloths
Bibs
Diapers Sizes 1-7
GoodNites – All Sizes, Girls’ and Boys’
Infant Play Mats
Juice (Juicy Juice brand preferred)
Pacifiers
Pull-Ups – Girls’ – 3T, 4T, 5T
Pull-Ups – Boys’ – 4T, 5T
Similac® Advance Powder Formula
Similac® NeoSure OptiGRO Formula
Similac® Sensitive Powder Formula
Similac® Soy Isomil Powder Formula
Sippy Cups
Sleep Sacks – New
Teethers
Wipes

Bedding
Air Beds – New
– Twin, Full, Queen
Blankets- New
Pillows- New
Pillow Cases – New or Used
Sheet Sets (Flat and/or Fitted) – New or Used
– XL Twin, Full

Clothing
SOME new and used clothing is being accepted at this time. Please check list here or email Maria at mpederson@peopleservingpeople.org.
All other clothing donations (including socks and shoes) are not being accepted at this time.

Household
(all Household items must be NEW)
Bath towels and washcloths
Bleach
Bottled water
Brooms & mops – New
Clorox Wipes
CLR
Dish Detergent
Dish Towels
Dryer Sheets
Face Masks
Forever Stamps
Gift Bags – Large
Gift CardS- Amazon, Gas Cards, and Target preferred 
Kleenex (any brand facial tissues)
Laundry Hamper or Basket
Paper Towels
Liquid Laundry Detergent HE (8oz or 12oz size)
New Pots and Pans Sets
New Dishware Sets
New Silverware Sets
New Glass Cup Sets
Pencils (Mechanical Preferred)
Pens
Reusable Water Bottles
Scrubbing Bubbles
Sponges (2-Packs)
Surface Cleaner
Storage Bins with lids- New or used
Toilet Bowl Cleaner
Toilet Paper
Trash Bags
White Letter-Sized Paper
Windex

For Food Services Department
Ziploc bags – Sandwich size, Quart size, Gallon size
Individually packaged snacks (Goldfish, Cheez-its, etc.)
GoGo Squeeze
Granola bars
Juice boxes (Juicy Juice preferred brand)

For our Facilities Department
Cable Signal Strength Tester – New or Used
Commercial Hammer Drill – New or Used
Electric Paint Shaker – New or Used
Infrared Camera – New or Used

For K-12 Department:
Board games – New
Card games – New
Art supplies – New
Glitter pens – New
Slime kits – New
Books/comics featuring BIPOC
Electronic games – (Must be pre-approved by Maria at mpederson@peopleservingpeople.org)
Phone chargers – New
Mindfulness coloring books – New
Colored pencils – New
Poppits/fidget toys – New
BIPOC dolls/barbies
Speakers
Black hair care
Wigs – New
Hair tools (curlers, straighteners, etc.) – New
Journals
Sketch books
Purses – New
Jewelry – New
Musical instruments – New
Nail polish/Fake nails – New
Makeup – New
Skincare products – New","(as of 03/2023)
USED baby items of any kind
Baby formula (powdered) within 2 months of the expiration date
Baby formula (ready-made liquid)
Breast pumps (new or used)
Car seats (new or used)
Clothing- (clothing donations must be pre-approved by Maria at mpederson@peopleservingpeople.org)
Cribs
Electronics (Best Buy Stores accept electronics purchased anywhere)
Food items (unless pre-approved by food services staff: call 612.277.0203)
Furniture, including bed frames, mattresses, and household furnishings
Hand Sanitizer
Purses
Shoes
Socks
Strollers
Stuffed animals
Toys that are used
Vitamins","Yes, to see volunteer opportunities please follow this link: https://www.peopleservingpeople.org/home/volunteer-2/

Help deliver meals, volunteer individually or in a group, volunteer as a family (on site or from home), start a fundraiser!",,,,,,,checked,,,,,checked,,,,,,,,,checked,,checked,checked,checked,,,,,,,,,,,checked,,checked,https://www.peopleservingpeople.org/get-involved/in-kind-donation-form/,,,,,checked,,,,,,,,"7-BUS-(1 block),22-BUS-(1 block),465 Express-BUS-(1 block),475 Express-BUS-(1 block),3-BUS-(2 blocks),22-BUS-(2 blocks),460-BUS-(2 blocks),477-BUS-(2 blocks),490-BUS-(2 blocks),493-BUS-(2 blocks),600-BUS-(2 blocks),755-BUS-(2 blocks),756-BUS-(2 blocks),764-BUS-(2 blocks)",
Hope Street Shelter,6/28/2023 10:13pm,Northrop,"1121 East 46th Street, Minneapolis, MN 55407",44.9190140,-93.2601290,"Catholic Charities' Hope Street Shelter provides shelter for youth and young adults age 18-22. It is open 24 hours a day. They can be reached at (612) 204-8211. More information about their services, including school outreach and long-term support, is available here: https://www.cctwincities.org/locations/hope-street-shelter/

Shelter for youth ages 18 up to 22nd birthday, 30-day average stay, longer stays available if needed. Basic needs; food, shelter, clothing, and laundry.

Additional services include crisis counseling and support, case management, mental health and chemical dependency counseling, on-site medical care, Independent Living Skills training, one-to-one educational assistance.",no,----,,no,----,,,,,,,,,,,,,,,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46-BUS-(2 blocks),
Cafe Racer Kitchen: Break Bread Free Meals,5/25/2024 12:28am,Seward,"2929 East 25th Street, Minneapolis, MN 55406
",44.9573175,-93.2285438,"Once a month Cafe Racer hosts a free lunch for anyone and everyone.
Last Monday of each month: 11am-1pm

Free meals by request anytime during open hours - please call to request one: 612-208-1695 
Monday: CLOSED except for monthly Break Bread Free Lunch
Tuesday-Thursday: 8am - 3pm
Friday 8am - 8pm
Saturday: 9am - 8pm
Sunday: 9am - 2pm

More details:
We recognize that food inequities are still very much a reality in our community. Because of this, we have decided that anytime we are open, someone can call and ask for a Break Bread meal. This meal will be available at no charge and will be created with care to accommodate any special dietary needs. All someone needs to do is order a Break Bread meal when calling, and our staff will be able to walk them through the ordering and pickup process. Our monthly Break Bread meals will still be held the last Monday of the month for a large, coordinated effort by us to reach out and serve those in need.

Facebook Events series: https://www.facebook.com/events/485403257074254/485408170407096 
Website: http://www.caferacermn.com/  ",no,----,,no,----,,,,,"Yes. We run on donations and volunteer delivery drivers. Interested in volunteering? Send us a private message on Facebook or email us at caferacermn@gmail.com.
https://www.facebook.com/caferacermn/ ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://checkout.square.site/merchant/79E7C6C06TCF9/checkout/3KWEIVNA7TPE64YTHHVVYTO7,,,,,,,,,,,,,9-BUS-(3 blocks),
Listening House,3/27/2024 10:45pm,Dayton's Bluff,"421 E 7th St, St Paul, MN 55101",44.9542173,-93.0833156,"NEW location and hours!
Wednesday - Sunday: 12pm - 8pm

Lunch is served from 1:30 - 2:15pm
Dinner is served from 5:30 - 6:15pm


We will start accepting clothing donations again next Thursday (Nov.16). To schedule a drop-off time, go to:  https://www.listeninghouse.org/items 

Listening House is a sanctuary from the streets where practical assistance, counsel, and a friendly ear are offered to all people. 

The most common visitors to Listening House are people experiencing homelessness, deep poverty, and/or deep loneliness. Staff and volunteers aspire to create a sense of community and connection by promoting dignity for all. Dignity nurtures hope, which in turn strengthens personal resolve toward positive change.


COVID-19 POLICY
In accordance with MN Department of Health recommendations, Listening House of St. Paul closely monitors exposures to COVID-19 and other viruses for staff and guests. We work closely with our community health partners to offer resources. 
Masks are not required but encouraged.

651-227-5911
https://listeninghouse.org/ https://www.listeninghouse.org/items",no,----,,no,----,,"    Raincoats/ponchos
    Socks
    [New] Underwear - All Sizes
    Sweatpants - All Sizes
    Men’s jeans, sizes 32 to 48, and women's jeans, sizes 2 to 16
    Men’s shorts, sizes 32 to 38, and women’s shorts, sizes 0 to 14
    Belts
    Shoes Men’s and women’s] - All sizes
    Backpacks & duffle bags with WORKING zippers
    Mugs & bowls
    Sunscreen
    Bug Spray",New or freshly laundered adult practical/seasonally appropriate clothing,"Kids' clothes, men’s and women’s business wear, sandals, household, and miscellaneous items",Yes - information and application here: https://www.listeninghouse.org/volunteer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,https://listeninghouse.org/make-a-gift,,,,,,,,,,,,,"54-BUS-(1 block),61-BUS-(1 block),74-BUS-(1 block),64-BUS-(1 block)",
VEAP (Volunteers Enlisted to Assist People) - Mobile Food Pantry at Dar Al-Farooq Islamic Center,8/16/2023 11:27am,South Suburbs,"8201 Park Ave S, Minneapolis, MN 55420",44.8557005,-93.2649622,"Fridays: 12:00-2:00pm at the Dar Al-Farooq Islamic Center.

VEAP's Mobile Food Pantry brings fresh produce and other healthy foods directly to people in our service area. All are welcome!  Check our events calendar for detailed information on our distribution locations and schedule: https://veap.org/events/",no,----,,no,----,,"$25 gift cards to pass along to our participants, specifically from grocery stores like Cub Foods.Can be dropped off at Door 4 behind the building, or mailed directly.","Check https://veap.org/most-needed-items/ for the latest list. Currently, the items most needed are as follows:Whole grain rice (1-2 pound bags) & whole grain pastas
Hearty soups (high protein, low sodium)
Toilet paper
Paper towels
Diapers (size 5-7) and baby wipes
Whole grain cereal (like Shredded Wheat, Kashi, bran cereals, Chex, etc.)
Cooking oil
Coffee
Baking essentials (flour, sugar, spices, baking soda/powder)
Laundry detergent
Dish soap
Personal care items (shampoo, toothpaste, hand soap, shaving cream, toiletries, etc.)
Gluten-free products (whole grains like brown rice, wild rice, quinoa, cornmeal; nut flours and butters; rice crackers, GF snacks, etc. Check for gluten-free product label.)
Birthday cake frosting, birthday-themed napkins/plates, cake mix, small birthday party favors like chalk, bubbles or bags of balloons
Paper bags and re-usable totes (We’ll always take your extra paper grocery bags. We are not accepting plastic bag donations).
","clothing, winter gear, furniture, medical equipment, toys (temporarily suspended), and utensils. Please visit our resource page for a list of other community partners that may take these items (https://veap.org/where-to-donate-items-veap-cannot-accept/).

Also can an only accept frozen and refrigerated products from organizations in the food industry and items must be individually labeled with ingredients & source/origin information","Volunteers needed inside our pantry, warehouse and other areas at VEAP.

Additionally, volunteer drivers needed. No experience or vehicle needed. Drivers will drive a VEAP minivan to deliver prepackaged fresh and shelf-stable foods to seniors, participants with disabilities, as well as community members without transportation.

All volunteers ages 18 and older are required to complete a criminal background check prior to volunteering. Volunteer Drivers are also required to pass a motor vehicle check, have a valid driver’s license, and proof of insurance.
Driver shifts are on-site at VEAP and begin every weekday at 9:00 a.m., 11:00 a.m., and 2:00 p.m. Evening driving shifts now available on the 1st and 3rd Thursday of each month at 4:30 - 7:00 p.m.

Info and sign up at https://veap.org/now-seeking-volunteer-van-drivers/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553-BUS-(3 blocks),
Community Action Center of Northfield- Main Food Shelf and Resource Center location,4/10/2024 11:51am,,"1651 Jefferson Parkway, Northfield, MN 55057",44.4419600,-93.1669200,"Resource Center Hours: 
Monday-Friday, 9am-5pm

Food Shelf Hours (to receive or to donate food):
Mondays and Tuesdays, and Thursdays: 11am-5pmFridays: 9:30am-2pm
(Closed Wednesdays)

Walk-ins welcome- no appointment needed!
-Food is available for anyone who needs it up to once per week.
-No ID or proof of income is required. Minimal information is requested (name, address, number of people in your household, ages).
-Any information shared with us is kept confidential.
-Our staff speak English, Spanish, and Somali.
-No transportation? We can deliver!

Questions? Fill out the contact form (https://communityactioncenter.org/get-help/) or call all us at (507) 664-3585.",no,----,,no,----,,,(as of 04/2023) Food donations of all kinds - we have ample fridge/freezer space! Info about most requested items can be found here: https://communityactioncenter.org/files/Nfld-Top-5-items-wanted.pdf,,"(as of 04/2023)
Yes, in both Northfield and Faribault. Find more volunteering info at  https://communityactioncenter.org/volunteer/",,,,,,,checked,checked,,,,,,,,,checked,,,,,,,,,,,,,,,checked,,,,,,checked,https://communityactioncenter.org/donate/,,,,checked,,,,checked,,,,,,
The Nutritious U food pantry - Boynton Health (UMN Students Only),9/20/2023 5:19pm,University of Minnesota,"300 Washington Ave SE, Minneapolis, MN 55455
",44.9730389,-93.2350353,"Free meal Thursdays 
To-go, chef prepared meals available to any University of Minnesota student. Partnership between Kitchen Coalition (Second Harvest Heartland), the Campus Club, and Swipe Out Hunger.
Located at Coffman Memorial Union, outside Nutritious U Food Pantry (Room 103A) 4:00 pm - 5:00 pm while meals last

St. Paul Campus Mobile Food Shelf available on various dates; see the calendar at https://boynton.umn.edu/food-pantry",no,----,,no,----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,,,,"2-BUS-(1 block),121-BUS-(1 block),122-BUS-(1 block),123-BUS-(1 block),465 Express-BUS-(1 block),475 Express-BUS-(1 block),698 Express-BUS-(1 block),774 Express-BUS-(1 block),789-BUS-(1 block),795-BUS-(1 block),Green-GREENLINE-(2 blocks)",
Family Means Cimarron Youth Center,5/10/2023 7:24pm,East Suburbs," 873 Lake Elmo Ave N, Lake Elmo, MN 55042",44.9635900,-92.8830910,"FamilyMeans accepts new and gently-used donations of in-kind items all throughout the year. To donate, please reach out to communications@FamilyMeans.org.",no,----,,no,----,,,Chewy wishlist: https://www.chewy.com/g/people-pets-together_b92181939,,,,,,,,,,,,,checked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Paul Opportunity Center - Catholic Charities Dorothy Day Center,4/1/2024 9:40pm,Downtown St. Paul,"422 Dorothy Day Pl, St Paul, MN 55102",44.9469352,-93.1020173,"The St. Paul Opportunity Center is open from 9:00am-5:30pm daily. Services such as healthcare, meals, and laundry are provided. 

Meal Service:
Breakfast: 9:00am – 9:45am
Lunch: 11:45am – 12:45pm
Dinner: 4:30pm – 5:15pm

More information is available here: https://www.cctwincities.org/locations/saint-paul-opportunity-center/ 

To call for more information: 651-404-6407",no,----,,no,----,,,,,,,,,,,,,,,,,,,,,,,checked,,,checked,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,"21-BUS-(2 blocks),63-BUS-(2 blocks),21A-BUS-(2 blocks),64-BUS-(2 blocks),54-BUS-(3 blocks),74A-BUS-(3 blocks)",
Anoka County Library Warming / Cooling Site: Centennial Library,10/26/2022 10:53pm,NW Suburbs,"100 Civic Heights Cir, Circle Pines, MN 55014",45.1443988,-93.1555378,"Hours: 
Monday 11am-7pm
Tuesday 10am-6pm
Wednesday 10am-6pm
Thursday 11am-7pm
Friday 10am-5pm
Saturday 10am-5pm
Sunday closed",no,----,,no,----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,checked,,,,,,,
Friendship Church Prior Lake - Food Distribution,4/4/2024 12:24pm,South Suburbs,"17741 Fairlawn Ave, Prior Lake, MN 55372",44.6940444,-93.4574025,"2nd Thursday of each month, 5:30pm - 7:30pm

Free food distribution - intended for low income families or those going through a time of crisis. 
Food & Household Products
Bring your own boxes to carry items
One registration per household
952-447-8282
https://friendshipmn.org/events/search.asp?EventName=second",no,----,,no,----,,,,,"Yes, learn more: https://friendshipmn.tpsdb.com/OnePageReg/1918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anoka Covenant Church,9/21/2022 9:07pm,NW Suburbs,"752 Grant Street, Anoka, MN 55303",45.2098021,-93.3762658,"Food Shelf Hours:
Monday: 12:00-2:00pm",no,----,,no,----,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,805-BUS-(1 block),
Fridley Covenant Church Manna Market,4/12/2023 8:05pm,NW Suburbs,"6390 University Ave. NE Fridley, MN 55432",45.0842981,-93.2643766,"Tuesdays: 4:00pm - 6:00pm

Guests drive through as volunteers load free groceries into their vehicles. As a courtesy to our neighbors, we ask that guests do not arrive before 3:30pm.

Manna Market is a food distribution ministry at Fridley Covenant Church, in partnership with Second Harvest Heartland. We serve residents of Fridley, Columbia Heights, Hilltop, and Spring Lake Park. A variety of food items is available, typically including fruits, vegetables, breads, meats, snacks, and desserts.

We are open to the public most Tuesdays from 4:00–6:00pm, year round (weather permitting). To find out if Manna Market is closed due to weather, call the Manna Market Hotline at 612-440-3386 and listen to the pre-recorded message.",no,----,,no,----,,,,,"(as of 04/2023)
Yes! If you would like to get involved in Manna Market, whether you attend church with us or just want to participate in a great local community service, contact us at https://fridleycov.org/contact?manna-market or leave a message at 612-440-3386. We will get back to you to discuss current volunteer opportunities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
